t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.86,17.19999999990951,3.9309987554216936e-05,8.349784629072094e-06,3.08425312210699e-05,4.6388067323201976e-05,4.6388067323201976e-05,7.867212306941102e-06,4.397486826702571e-06,0.000616850624421398
0.87,17.399999999902278,4.101116582236048e-05,8.663882780701234e-06,3.197332964849265e-05,4.80498924383848e-05,4.804989243838481e-05,8.350474134357225e-06,4.65573599156246e-06,0.0006394665929698531
0.88,17.599999999894486,4.2776321279347844e-05,8.989689659082282e-06,3.318401028835554e-05,4.977126462587022e-05,4.977126462587023e-05,8.861229879007254e-06,4.928327585762329e-06,0.0006636802057671109
0.89,17.799999999886097,4.4607876925618514e-05,9.32802464568938e-06,3.447867134944628e-05,5.155377751000365e-05,5.155377751000365e-05,9.400587367471562e-06,5.215831458835817e-06,0.0006895734269889256
0.9,17.999999999877065,4.650842378453081e-05,9.679748829121212e-06,3.586155556611695e-05,5.339895305366873e-05,5.339895305366874e-05,9.04886318403973e-06,5.058421122556552e-06,0.000717231111322339
0.91,18.19999999986734,4.84806683081062e-05,1.0044851751249183e-05,3.715471817088363e-05,5.5356599783373293e-05,5.5356599783373293e-05,9.604604520750557e-06,5.355868258209012e-06,0.0007430943634176726
0.92,18.399999999856867,5.052725746204958e-05,1.042334878910151e-05,3.854007139846258e-05,5.73848194847022e-05,5.73848194847022e-05,1.0192224830628922e-05,5.669960610161483e-06,0.0007708014279692516
0.93,18.59999999984559,5.2650963856862426e-05,1.0816185760603212e-05,4.002238169952377e-05,5.9485589412002e-05,5.948558941200199e-05,1.0813003855589201e-05,6.00135782191462e-06,0.0008004476339904755
0.9400000000000001,18.799999999833446,5.485475408897708e-05,1.1224356985238418e-05,4.160658237901921e-05,6.166080958056277e-05,6.166080958056277e-05,1.1468282213714487e-05,6.3507492026628715e-06,0.0008321316475803842
0.9500000000000001,18.999999999820368,5.7141798610751694e-05,1.1648906994956256e-05,4.3297782040648686e-05,6.391229289848129e-05,6.391229289848129e-05,1.1043732203996648e-05,6.160989030983137e-06,0.0008659556408129737
0.96,19.19999999980628,5.951540794098507e-05,1.2089824000294916e-05,4.4880343642364595e-05,6.630035797758983e-05,6.630035797758983e-05,1.171854805626926e-05,6.522277607910528e-06,0.0008976068728472919
0.97,19.399999999791106,6.197882066717393e-05,1.2547127199315165e-05,4.657464828748831e-05,6.87742075912878e-05,6.87742075912878e-05,1.2431831062852826e-05,6.9036576073392915e-06,0.0009314929657497663
