t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.97,19.399999999516115,9.759458440206988e-05,1.9503687057399268e-05,7.640893556210067e-05,3.3158443860634035e-05,3.315844386063404e-05,5.475271204768724e-06,1.0950575567981309e-05,0.0015281787112420135
0.98,19.599999999476548,0.00010157267667926889,2.0281942077558082e-05,7.923265574897556e-05,3.4298956826471586e-05,3.429895682647158e-05,5.925152110095328e-06,1.1850338519147482e-05,0.0015846531149795113
0.99,19.799999999433762,0.00010570934431852817,2.1089941389681863e-05,8.2356792532387e-05,3.5468133748472977e-05,3.5468133748472977e-05,6.405667317234766e-06,1.281137010260328e-05,0.00164713585064774
1.0,19.999999999387498,0.000110010842730375,2.193078104178672e-05,8.57996612692186e-05,3.6665757077670536e-05,3.6665757077670536e-05,5.56482766512991e-06,1.1129691996016898e-05,0.001715993225384372
1.01,20.199999999337475,0.00011448370600101361,2.2802366332205513e-05,8.850836748678779e-05,3.796238774486777e-05,3.796238774486777e-05,6.045103370006105e-06,1.2090244702399954e-05,0.0017701673497357558
1.02,20.399999999283413,0.00011913370450148193,2.370267797303356e-05,9.154384208609168e-05,3.929463136023869e-05,3.929463136023868e-05,6.563112918432683e-06,1.3126265131496726e-05,0.0018308768417218337
1.03,20.599999999225005,0.00012396691811472575,2.4635101122246702e-05,9.49295018402641e-05,4.066338073145309e-05,4.066338073145309e-05,7.11873786519722e-06,1.4237516393775172e-05,0.001898590036805282
1.04,20.799999999161916,0.00012899012698529974,2.5603252308771598e-05,9.868820602472438e-05,4.206899976546463e-05,4.206899976546463e-05,7.71178889940825e-06,1.5423619867816267e-05,0.0019737641204944875
1.05,20.999999999093767,0.00013421085722095484,2.6610973631305086e-05,0.00010284221132678391,4.3511277770839706e-05,4.3511277770839706e-05,6.7040675768747614e-06,1.3408178665027293e-05,0.002056844226535678
1.06,21.19999999902015,0.00013963699078957783,2.7655818217600192e-05,0.00010611579362020462,4.5075742830640747e-05,4.507574283064074e-05,7.2971749475147284e-06,1.4594394970772288e-05,0.0021223158724040926
